row,asset,helm_catalog_id,family,description,s52_instruction,s52_asset_kind,s57_object_class,s57_lookup_id,s57_rcid,s57_conditions,art_state,visual_approval,chart1_evidence_status,chart1_gate_status,chart1_crop_id,chart1_pages,chart1_verdict,chart1_reason_codes,s101_coverage,s101_symbol_id,s101_symbol_file,s101_feature_rule,s101_license_status,commons_pd_candidate_count,commons_candidate_titles,chart1_mappings_int1_refs,canonical_symbol_ids,canonical_paths,next_action,forbidden_sources
37,BCNGEN76,BCNISD_BCNGEN76_1731,buoy_beacon_marks,"beacon in general, black/red/back, full-chart","SY(BCNGEN76);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",symbol,BCNISD,1731,30020,"COLOUR2,3,2",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_with_topmark,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,IsolatedDangerBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
38,BCNGEN79,BCNSPP_BCNGEN79_1811,buoy_beacon_marks,"beacon in general, orange, full-chart","SY(BCNGEN79);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",symbol,BCNSPP,1811,30093,COLOUR11,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
39,BCNGEN80,BCNSPP_BCNGEN80_1819,buoy_beacon_marks,"beacon in general, orange, full-chart","SY(BCNGEN80);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",symbol,BCNSPP,1819,30101,COLOUR2,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
40,BCNISD21,BCNISD_BCNISD21_970,buoy_beacon_marks,"isolated danger beacon, simplified","SY(BCNISD21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNISD,970,31022,,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,isolated_safe_special,98,fail,generic_placeholder_body; missing_expected_chart1_colour_token; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BCNISD21,PortrayalCatalog/Symbols/BCNISD21.svg,IsolatedDangerBeacon,license_pending_reference,1,File:NChart ECDIS IsolatedDanger simple Beacon.svg,Q7; Q8; Q80; Q81; Q82; Q83; Qe; Q90,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
41,BCNLAT15,BCNLAT_BCNLAT15_973,buoy_beacon_marks,"major lateral beacon, red, simplified","SY(BCNLAT15);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNLAT,973,31025,"COLOUR3,4,3; BCNSHP3",external_pd_candidate_needs_review,not_approved,class_panel_reference,commons_pd_candidate_needs_review,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BCNLAT15,PortrayalCatalog/Symbols/BCNLAT15.svg,LateralBeacon,license_pending_reference,1,File:NChart-Symbol INT Withy Port.svg,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q91,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
42,BCNLAT16,BCNLAT_BCNLAT16_979,buoy_beacon_marks,"major lateral beacon, green, simplified","SY(BCNLAT16);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNLAT,979,31031,"COLOUR4,3,4; BCNSHP3",external_pd_candidate_needs_review,not_approved,class_panel_reference,commons_pd_candidate_needs_review,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BCNLAT16,PortrayalCatalog/Symbols/BCNLAT16.svg,LateralBeacon,license_pending_reference,1,File:NChart-Symbol INT Withy Starboard.svg,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q91,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
43,BCNLAT21,BCNLAT_BCNLAT21_971,buoy_beacon_marks,"minor lateral beacon, red, simplified","SY(BCNLAT21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNLAT,971,31023,"COLOUR3,4,3; BCNSHP1",external_pd_candidate_needs_review,not_approved,class_panel_reference,commons_pd_candidate_needs_review,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BCNLAT21,PortrayalCatalog/Symbols/BCNLAT21.svg,LateralBeacon,license_pending_reference,1,File:NChart-Symbol INT Perch Port.svg,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q91,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
44,BCNLAT22,BCNLAT_BCNLAT22_977,buoy_beacon_marks,"minor lateral beacon, green, simplified","SY(BCNLAT22);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNLAT,977,31029,"COLOUR4,3,4; BCNSHP1",external_pd_candidate_needs_review,not_approved,class_panel_reference,commons_pd_candidate_needs_review,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BCNLAT22,PortrayalCatalog/Symbols/BCNLAT22.svg,LateralBeacon,license_pending_reference,1,File:NChart-Symbol INT Perch Starboard.svg,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q91,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
45,BCNLAT23,bcnlat_BCNLAT23_1327,ugly_attribute_edges,"minor lateral beacon, red-green, simplified","SY(BCNLAT23);TE('bn %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,bcnlat,1327,31379,catlam9,generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q91,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
46,BCNLAT50,bcnwtw_BCNLAT50_1329,ugly_attribute_edges,river beacon stake - pole,"SY(BCNLAT50);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,bcnwtw,1329,31381,,generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q91,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
47,BCNLTC01,BCNCAR_BCNLTC01_1726,buoy_beacon_marks,"lattice beacon, full-chart","SY(BCNLTC01);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",symbol,BCNCAR,1726,30015,BCNSHP4,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,beacon_lattice,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BCNLTC01,PortrayalCatalog/Symbols/BCNLTC01.svg,CardinalBeacon,license_pending_reference,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
48,BCNSAW13,BCNSAW_BCNSAW13_1005,buoy_beacon_marks,"major safe water beacon, simplified","SY(BCNSAW13);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSAW,1005,31057,BCNSHP3,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,isolated_safe_special,98,fail,generic_placeholder_body; missing_expected_chart1_colour_token; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BCNSAW13,PortrayalCatalog/Symbols/BCNSAW13.svg,SafeWaterBeacon,license_pending_reference,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
49,BCNSAW21,BCNSAW_BCNSAW21_1003,buoy_beacon_marks,"minor safe water beacon, simplified","SY(BCNSAW21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSAW,1003,31055,BCNSHP1,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,isolated_safe_special,98,fail,generic_placeholder_body; missing_expected_chart1_colour_token; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BCNSAW21,PortrayalCatalog/Symbols/BCNSAW21.svg,SafeWaterBeacon,license_pending_reference,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
50,BCNSPP13,BCNSPP_BCNSPP13_1015,buoy_beacon_marks,"major special purpose beacon, simplified","SY(BCNSPP13);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSPP,1015,31067,BCNSHP3,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,special_purpose_buoys,91,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BCNSPP13,PortrayalCatalog/Symbols/BCNSPP13.svg,SpecialPurposeGeneralBeacon,license_pending_reference,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q100,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
51,BCNSPP21,BCNSPP_BCNSPP21_1014,buoy_beacon_marks,"minor special purpose beacon, simplified","SY(BCNSPP21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSPP,1014,31066,BCNSHP1,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,special_purpose_buoys,91,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BCNSPP21,PortrayalCatalog/Symbols/BCNSPP21.svg,SpecialPurposeGeneralBeacon,license_pending_reference,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q100,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
52,BCNSPR62,BCNSPP_BCNSPR62_1822,buoy_beacon_marks,"yellow spar beacon, full-chart","SY(BCNSPR62);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSPP,1822,30104,COLOUR6,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
53,BCNSTK02,BCNCAR_BCNSTK02_1724,buoy_beacon_marks,"minor, stake or pole beacon, full-chart","SY(BCNSTK02);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNCAR,1724,30013,BCNSHP1,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BCNSTK02,PortrayalCatalog/Symbols/BCNSTK02.svg,CardinalBeacon,license_pending_reference,1,File:NChart-Symbol INT Stake.svg,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
54,BCNSTK03,bcnlat_BCNSTK03_2537,ugly_attribute_edges,river beacon stake - pole,"SY(BCNSTK03);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,bcnlat,2537,30608,BCNSHP1,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,none,,,,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
55,BCNSTK05,BCNSPP_BCNSTK05_1789,buoy_beacon_marks,"minor, stake or pole beacon, white, full-chart","SY(BCNSTK05);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSPP,1789,30076,BCNSHP1; COLOUR1,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
56,BCNSTK08,BCNSPP_BCNSTK08_1792,buoy_beacon_marks,"minor, stake or pole beacon,yellow full-chart","SY(BCNSTK08);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNSPP,1792,30079,BCNSHP1; COLOUR6,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
57,BCNSTK60,BCNLAT_BCNSTK60_1744,buoy_beacon_marks,"minor, stake or pole beacon, red, full-chart","SY(BCNSTK60);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNLAT,1744,30028,BCNSHP5; CATLAM2; COLOUR3,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
58,BCNSTK61,BCNLAT_BCNSTK61_1743,buoy_beacon_marks,"minor, stake or pole beacon, green, full-chart","SY(BCNSTK61);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNLAT,1743,30027,BCNSHP5; CATLAM1; COLOUR4,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
59,BCNSTK62,BCNSPP_BCNSTK62_1804,buoy_beacon_marks,"minor, stake or pole beacon, yellow, full-chart","SY(BCNSTK62);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",symbol,BCNSPP,1804,30086,BCNSHP7; COLOUR6,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
60,BCNSTK77,BCNLAT_BCNSTK77_1745,buoy_beacon_marks,"minor, stake or pole beacon, green/white, full-chart","SY(BCNSTK77);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BCNLAT,1745,30029,"BCNSHP1; COLOUR1,4,1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,beacon_general,92; 93; 94,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBeacon,not_found_by_exact_asset_id,0,,Q7; Q8; Q80; Q81; Q82; Qe; Q90; Q110,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
