source_table_id,asset,name,kind,s57_object_class,s57_conditions,s52_instruction,opencpn_definition_count,opencpn_lookup_count,opencpn_color_refs,opencpn_reference_day,s101_symbol_ids,s101_paths,aquamap_labels,aquamap_paths,semantic_brief,required_shape,required_colours,colour_pattern,helm_candidate_svg,helm_candidate_day,candidate_status,pre_routing_candidate_status,batch98_routing_bucket,latest_judge_pass,latest_required_change
opencpn-s52:BCNGEN76,BCNGEN76,"beacon in general, black/red/back, full-chart",symbol,BCNISD,"COLOUR2,3,2","SY(BCNGEN76);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",1,1,ADEPMDBCHBLKCCHRED,out/opencpn_s52_reference/BCNGEN76__day.png,,,,,"BCNGEN76 is beacon in general, black/red/back, full-chart. It is used as a isolated-danger beacon used to mark a hazard with navigable water around it. Required geometry: beacon/daymark symbol matching the S-57 beacon family. Required colours: black, red, black.",beacon/daymark symbol matching the S-57 beacon family,black;red;black,,assets/svg/triad_generated/BCNGEN76.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNGEN79,BCNGEN79,"beacon in general, orange, full-chart",symbol,BCNSPP,COLOUR11,"SY(BCNGEN79);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",1,1,ADEPMDBCHBLKCCHCOR,out/opencpn_s52_reference/BCNGEN79__day.png,,,,,"BCNGEN79 is beacon in general, orange, full-chart. It is used as a special-purpose beacon used for named local purposes. Required geometry: beacon/daymark symbol matching the S-57 beacon family. Required colours: orange.",beacon/daymark symbol matching the S-57 beacon family,orange,,assets/svg/triad_generated/BCNGEN79.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNGEN80,BCNGEN80,"beacon in general, orange, full-chart",symbol,BCNSPP,COLOUR2,"SY(BCNGEN80);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",1,1,ADEPMDBCHBLKCCHCOR,out/opencpn_s52_reference/BCNGEN80__day.png,,,,,"BCNGEN80 is beacon in general, orange, full-chart. It is used as a special-purpose beacon used for named local purposes. Required geometry: beacon/daymark symbol matching the S-57 beacon family. Required colours: black.",beacon/daymark symbol matching the S-57 beacon family,black,,assets/svg/triad_generated/BCNGEN80.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNISD21,BCNISD21,"isolated danger beacon, simplified",symbol,BCNISD,,"SY(BCNISD21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,AOUTLWCCHRED,out/opencpn_s52_reference/BCNISD21__day.png,BCNISD21;BCNISD21,assets/svg/source_priority/s101_exact/BCNISD21.svg;PortrayalCatalog/Symbols/BCNISD21.svg,Buoy Isolated Danger,reference_sources/aquamap_map_symbols/images/BCNISD1.png,"BCNISD21 is isolated danger beacon, simplified. It is used as a isolated-danger beacon used to mark a hazard with navigable water around it. Required geometry: beacon/daymark symbol matching the S-57 beacon family. Required colours: red.",beacon/daymark symbol matching the S-57 beacon family,red,,assets/svg/triad_generated/BCNISD21.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNLAT15,BCNLAT15,"major lateral beacon, red, simplified",symbol,BCNLAT,"COLOUR3,4,3;BCNSHP3","SY(BCNLAT15);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,12,FCHREDmOUTLW,out/opencpn_s52_reference/BCNLAT15__day.png,BCNLAT15;BCNLAT15,assets/svg/source_priority/s101_exact/BCNLAT15.svg;PortrayalCatalog/Symbols/BCNLAT15.svg,,,"BCNLAT15 is major lateral beacon, red, simplified. It is used as a lateral beacon used for channel-side marking. Required geometry: beacon tower. Required colours: red, green, red.",beacon tower,red;green;red,,assets/svg/triad_generated/BCNLAT15.svg,,judge_pass_pending_final_approval,,,True,No semantic repair required; keep for final style/scale QA only.
opencpn-s52:BCNLAT16,BCNLAT16,"major lateral beacon, green, simplified",symbol,BCNLAT,"COLOUR4,3,4;BCNSHP3","SY(BCNLAT16);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,13,GCHGRNmOUTLW,out/opencpn_s52_reference/BCNLAT16__day.png,BCNLAT16;BCNLAT16,assets/svg/source_priority/s101_exact/BCNLAT16.svg;PortrayalCatalog/Symbols/BCNLAT16.svg,,,"BCNLAT16 is major lateral beacon, green, simplified. It is used as a lateral beacon used for channel-side marking. Required geometry: beacon tower. Required colours: green, red, green.",beacon tower,green;red;green,,assets/svg/triad_generated/BCNLAT16.svg,,judge_pass_pending_final_approval,,,True,No semantic repair required; keep for final style/scale QA only.
opencpn-s52:BCNLAT21,BCNLAT21,"minor lateral beacon, red, simplified",symbol,BCNLAT,"COLOUR3,4,3;BCNSHP1","SY(BCNLAT21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,14,aOUTLWbCHRED,out/opencpn_s52_reference/BCNLAT21__day.png,BCNLAT21;BCNLAT21,assets/svg/source_priority/s101_exact/BCNLAT21.svg;PortrayalCatalog/Symbols/BCNLAT21.svg,,,"BCNLAT21 is minor lateral beacon, red, simplified. It is used as a lateral beacon used for channel-side marking. Required geometry: stake/perch beacon. Required colours: red, green, red.",stake/perch beacon,red;green;red,,assets/svg/triad_generated/BCNLAT21.svg,,judge_pass_pending_final_approval,,,True,No semantic repair required; keep for final style/scale QA only.
opencpn-s52:BCNLAT22,BCNLAT22,"minor lateral beacon, green, simplified",symbol,BCNLAT,"COLOUR4,3,4;BCNSHP1","SY(BCNLAT22);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,14,aOUTLWbCHGRN,out/opencpn_s52_reference/BCNLAT22__day.png,BCNLAT22;BCNLAT22,assets/svg/source_priority/s101_exact/BCNLAT22.svg;PortrayalCatalog/Symbols/BCNLAT22.svg,,,"BCNLAT22 is minor lateral beacon, green, simplified. It is used as a lateral beacon used for channel-side marking. Required geometry: stake/perch beacon. Required colours: green, red, green.",stake/perch beacon,green;red;green,,assets/svg/triad_generated/BCNLAT22.svg,,judge_pass_pending_final_approval,,,True,No semantic repair required; keep for final style/scale QA only.
opencpn-s52:BCNLAT23,BCNLAT23,"minor lateral beacon, red-green, simplified",symbol,bcnlat,catlam9,"SY(BCNLAT23);TE('bn %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKDCHGRNCCHRED,out/opencpn_s52_reference/BCNLAT23__day.png,,,,,"BCNLAT23 is minor lateral beacon, red-green, simplified. It is used as a lateral beacon used for channel-side marking. Required geometry: beacon/daymark symbol matching the S-57 beacon family. Required colours: red, green, black.",beacon/daymark symbol matching the S-57 beacon family,red;green;black,,assets/svg/triad_generated/BCNLAT23.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNLAT50,BCNLAT50,river beacon stake - pole,symbol,bcnwtw,,"SY(BCNLAT50);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLK,out/opencpn_s52_reference/BCNLAT50__day.png,,,,,BCNLAT50 is river beacon stake - pole. It is used as a river beacon stake - pole. Required geometry: spar/stake vertical body. Required colours: black.,spar/stake vertical body,black,,assets/svg/triad_generated/BCNLAT50.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNLTC01,BCNLTC01,"lattice beacon, full-chart",symbol,BCNCAR,BCNSHP4,"SY(BCNLTC01);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",2,6,ADEPMDBCHBLK;CCHBLK,out/opencpn_s52_reference/BCNLTC01__day.png,BCNLTC01;BCNLTC01,assets/svg/source_priority/s101_exact/BCNLTC01.svg;PortrayalCatalog/Symbols/BCNLTC01.svg,,,"BCNLTC01 is lattice beacon, full-chart. It is used as a cardinal beacon used to indicate the safe side of danger. Required geometry: lattice/tower beacon. Required colours: black.",lattice/tower beacon,black,,assets/svg/triad_generated/BCNLTC01.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSAW13,BCNSAW13,"major safe water beacon, simplified",symbol,BCNSAW,BCNSHP3,"SY(BCNSAW13);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,4,CCHBLKmOUTLWBDEPVS,out/opencpn_s52_reference/BCNSAW13__day.png,BCNSAW13;BCNSAW13,assets/svg/source_priority/s101_exact/BCNSAW13.svg;PortrayalCatalog/Symbols/BCNSAW13.svg,Buoy Safe Water;Buoy Safe Water,reference_sources/aquamap_map_symbols/images/BCNSAW1.png;reference_sources/aquamap_map_symbols/images/BOYSAW1.png,"BCNSAW13 is major safe water beacon, simplified. It is used as a safe-water beacon used to mark navigable water. Required geometry: beacon tower. Required colours: black.",beacon tower,black,,assets/svg/triad_generated/BCNSAW13.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSAW21,BCNSAW21,"minor safe water beacon, simplified",symbol,BCNSAW,BCNSHP1,"SY(BCNSAW21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,3,aOUTLWbCHBLKBDEPVS,out/opencpn_s52_reference/BCNSAW21__day.png,BCNSAW21;BCNSAW21,assets/svg/source_priority/s101_exact/BCNSAW21.svg;PortrayalCatalog/Symbols/BCNSAW21.svg,Buoy Safe Water,reference_sources/aquamap_map_symbols/images/BCNSAW1.png,"BCNSAW21 is minor safe water beacon, simplified. It is used as a safe-water beacon used to mark navigable water. Required geometry: stake/perch beacon. Required colours: black.",stake/perch beacon,black,,assets/svg/triad_generated/BCNSAW21.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSPP13,BCNSPP13,"major special purpose beacon, simplified",symbol,BCNSPP,BCNSHP3,"SY(BCNSPP13);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,4,HCHYLWmOUTLW,out/opencpn_s52_reference/BCNSPP13__day.png,BCNSPP13;BCNSPP13,assets/svg/source_priority/s101_exact/BCNSPP13.svg;PortrayalCatalog/Symbols/BCNSPP13.svg,Buoy Special Purpose;Buoy Special Purpose,reference_sources/aquamap_map_symbols/images/BCNSPPY1.png;reference_sources/aquamap_map_symbols/images/BCNSPPB1.png,"BCNSPP13 is major special purpose beacon, simplified. It is used as a special-purpose beacon used for named local purposes. Required geometry: beacon tower. Required colours: reference-defined.",beacon tower,,,assets/svg/triad_generated/BCNSPP13.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSPP21,BCNSPP21,"minor special purpose beacon, simplified",symbol,BCNSPP,BCNSHP1,"SY(BCNSPP21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,5,aOUTLWbCHYLW,out/opencpn_s52_reference/BCNSPP21__day.png,BCNSPP21;BCNSPP21,assets/svg/source_priority/s101_exact/BCNSPP21.svg;PortrayalCatalog/Symbols/BCNSPP21.svg,Buoy Special Purpose;Buoy Special Purpose,reference_sources/aquamap_map_symbols/images/BCNSPPY1.png;reference_sources/aquamap_map_symbols/images/BCNSPPB1.png,"BCNSPP21 is minor special purpose beacon, simplified. It is used as a special-purpose beacon used for named local purposes. Required geometry: stake/perch beacon. Required colours: reference-defined.",stake/perch beacon,,,assets/svg/triad_generated/BCNSPP21.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSPR62,BCNSPR62,"yellow spar beacon, full-chart",symbol,BCNSPP,COLOUR6,"SY(BCNSPR62);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHBLKDCHYLW,out/opencpn_s52_reference/BCNSPR62__day.png,,,,,"BCNSPR62 is yellow spar beacon, full-chart. It is used as a special-purpose beacon used for named local purposes. Required geometry: spar/stake vertical body. Required colours: yellow.",spar/stake vertical body,yellow,,assets/svg/triad_generated/BCNSPR62.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK02,BCNSTK02,"minor, stake or pole beacon, full-chart",symbol,BCNCAR,BCNSHP1,"SY(BCNSTK02);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",2,6,ACHBLK;ADEPMDBCHBLK,out/opencpn_s52_reference/BCNSTK02__day.png,BCNSTK02;BCNSTK02,assets/svg/source_priority/s101_exact/BCNSTK02.svg;PortrayalCatalog/Symbols/BCNSTK02.svg,,,"BCNSTK02 is minor, stake or pole beacon, full-chart. It is used as a cardinal beacon used to indicate the safe side of danger. Required geometry: stake/perch beacon. Required colours: black.",stake/perch beacon,black,,assets/svg/triad_generated/BCNSTK02.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK03,BCNSTK03,river beacon stake - pole,symbol,bcnlat,BCNSHP1,"SY(BCNSTK03);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLK,out/opencpn_s52_reference/BCNSTK03__day.png,,,,,BCNSTK03 is river beacon stake - pole. It is used as a lateral beacon used for channel-side marking. Required geometry: stake/perch beacon. Required colours: black.,stake/perch beacon,black,,assets/svg/triad_generated/BCNSTK03.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK05,BCNSTK05,"minor, stake or pole beacon, white, full-chart",symbol,BCNSPP,BCNSHP1;COLOUR1,"SY(BCNSTK05);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHWHT,out/opencpn_s52_reference/BCNSTK05__day.png,,,,,"BCNSTK05 is minor, stake or pole beacon, white, full-chart. It is used as a special-purpose beacon used for named local purposes. Required geometry: stake/perch beacon. Required colours: white.",stake/perch beacon,white,,assets/svg/triad_generated/BCNSTK05.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK08,BCNSTK08,"minor, stake or pole beacon,yellow full-chart",symbol,BCNSPP,BCNSHP1;COLOUR6,"SY(BCNSTK08);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHYLW,out/opencpn_s52_reference/BCNSTK08__day.png,,,,,"BCNSTK08 is minor, stake or pole beacon,yellow full-chart. It is used as a special-purpose beacon used for named local purposes. Required geometry: stake/perch beacon. Required colours: yellow.",stake/perch beacon,yellow,,assets/svg/triad_generated/BCNSTK08.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK60,BCNSTK60,"minor, stake or pole beacon, red, full-chart",symbol,BCNLAT,BCNSHP5;CATLAM2;COLOUR3,"SY(BCNSTK60);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,4,ADEPMDBCHBLKCCHRED,out/opencpn_s52_reference/BCNSTK60__day.png,,,,,"BCNSTK60 is minor, stake or pole beacon, red, full-chart. It is used as a lateral beacon used for channel-side marking. Required geometry: pile beacon. Required colours: red.",pile beacon,red,,assets/svg/triad_generated/BCNSTK60.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK61,BCNSTK61,"minor, stake or pole beacon, green, full-chart",symbol,BCNLAT,BCNSHP5;CATLAM1;COLOUR4,"SY(BCNSTK61);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,5,ADEPMDBCHBLKCCHGRN,out/opencpn_s52_reference/BCNSTK61__day.png,,,,,"BCNSTK61 is minor, stake or pole beacon, green, full-chart. It is used as a lateral beacon used for channel-side marking. Required geometry: pile beacon. Required colours: green.",pile beacon,green,,assets/svg/triad_generated/BCNSTK61.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK62,BCNSTK62,"minor, stake or pole beacon, yellow, full-chart",symbol,BCNSPP,BCNSHP7;COLOUR6,"SY(BCNSTK62);TE('%s','OBJNAM',2,1,2,'15110',-1,-2,CHBLK,21)",1,1,ADEPMDBCHBLKCCHYLW,out/opencpn_s52_reference/BCNSTK62__day.png,,,,,"BCNSTK62 is minor, stake or pole beacon, yellow, full-chart. It is used as a special-purpose beacon used for named local purposes. Required geometry: buoyant beacon. Required colours: yellow.",buoyant beacon,yellow,,assets/svg/triad_generated/BCNSTK62.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BCNSTK77,BCNSTK77,"minor, stake or pole beacon, green/white, full-chart",symbol,BCNLAT,"BCNSHP1;COLOUR1,4,1","SY(BCNSTK77);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,3,ADEPMDBCHBLKCCHGRNDCHWHT,out/opencpn_s52_reference/BCNSTK77__day.png,,,,,"BCNSTK77 is minor, stake or pole beacon, green/white, full-chart. It is used as a lateral beacon used for channel-side marking. Required geometry: stake/perch beacon. Required colours: white, green, white.",stake/perch beacon,white;green;white,,assets/svg/triad_generated/BCNSTK77.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
